"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"08.12.2020","117,10","119,68","120,35","118,38","-","0,13%"
"07.12.2020","116,95","114,75","114,75","114,75","0,00K","1,39%"
"04.12.2020","115,35","116,80","116,80","115,40","0,01K","-1,95%"
"03.12.2020","117,65","120,00","121,00","118,68","-","0,68%"
"02.12.2020","116,85","116,00","116,00","116,00","0,04K","1,04%"
"01.12.2020","115,65","120,20","120,20","116,10","0,12K","-4,18%"
"30.11.2020","120,70","121,35","121,40","118,90","0,05K","-0,82%"
"27.11.2020","121,70","119,00","119,70","118,65","0,17K","6,29%"
"25.11.2020","114,50","114,35","115,15","114,05","0,04K","1,19%"
"24.11.2020","113,15","114,50","114,65","113,05","0,02K","-1,14%"
"23.11.2020","114,45","116,65","116,65","114,35","0,04K","-0,91%"
"20.11.2020","115,50","120,55","121,20","114,50","0,11K","-4,27%"
"19.11.2020","120,65","119,80","121,00","118,65","0,20K","0,75%"
"18.11.2020","119,75","116,50","121,10","116,35","11,87K","3,06%"
"17.11.2020","116,20","115,95","116,65","114,20","15,95K","0,48%"
"16.11.2020","115,65","109,95","116,20","109,80","12,89K","5,86%"
"13.11.2020","109,25","110,15","110,55","108,65","11,22K","-0,77%"
"12.11.2020","110,10","109,35","110,70","108,75","27,57K","0,92%"
"11.11.2020","109,10","108,00","110,55","107,80","25,50K","1,68%"
"10.11.2020","107,30","106,75","107,65","105,35","28,67K","0,42%"
"09.11.2020","106,85","107,35","109,35","106,35","26,29K","-0,09%"
"06.11.2020","106,95","106,55","108,00","105,95","18,75K","0,94%"
"05.11.2020","105,95","103,90","106,80","103,55","29,47K","2,86%"
"04.11.2020","103,00","103,65","103,95","102,15","18,07K","-0,43%"
"03.11.2020","103,45","102,80","106,25","102,75","24,08K","0,63%"
"02.11.2020","102,80","103,90","104,90","102,35","18,61K","-1,53%"
"30.10.2020","104,40","104,55","105,80","103,70","18,95K","-0,19%"
"29.10.2020","104,60","105,00","105,20","102,95","16,29K","-0,38%"
"28.10.2020","105,00","106,45","106,65","104,65","15,33K","-1,82%"
"27.10.2020","106,95","106,75","108,20","106,15","16,38K","0,28%"
"26.10.2020","106,65","104,80","107,15","104,30","14,41K","0,99%"
"23.10.2020","105,60","106,40","107,00","104,75","12,00K","-1,03%"
"22.10.2020","106,70","103,70","107,45","103,20","22,41K","2,45%"
"21.10.2020","104,15","104,80","106,85","103,35","15,76K","-0,71%"
"20.10.2020","104,90","107,05","107,25","104,00","17,97K","-1,08%"
"19.10.2020","106,05","106,55","108,65","105,60","16,87K","-1,12%"
"16.10.2020","107,25","109,65","111,10","106,85","14,72K","-2,05%"
"15.10.2020","109,50","109,55","111,35","106,50","22,36K","-0,09%"
"14.10.2020","109,60","110,05","111,70","109,20","14,05K","-0,45%"
"13.10.2020","110,10","109,30","111,15","108,70","14,79K","0,87%"
"12.10.2020","109,15","111,00","113,35","108,55","15,91K","-2,15%"
"09.10.2020","111,55","110,25","112,45","110,25","15,76K","1,18%"
"08.10.2020","110,25","110,15","112,15","107,90","18,26K","0,59%"
"07.10.2020","109,60","107,70","111,00","106,20","20,42K","1,81%"
"06.10.2020","107,65","107,50","109,40","107,10","15,26K","0,42%"
"05.10.2020","107,20","108,65","109,70","106,60","19,94K","-1,61%"
"02.10.2020","108,95","106,50","110,00","104,90","23,16K","1,77%"
"01.10.2020","107,05","110,95","111,60","106,40","27,64K","-3,52%"
"30.09.2020","110,95","110,25","112,75","109,40","21,06K","1,28%"
"29.09.2020","109,55","109,10","110,40","108,30","21,16K","0,00%"
"28.09.2020","109,55","113,80","114,75","108,70","21,45K","-3,61%"
"25.09.2020","113,65","111,75","114,30","110,85","18,24K","2,25%"
"24.09.2020","111,15","110,75","112,10","110,25","17,43K","0,59%"
"23.09.2020","110,50","110,80","112,60","109,05","24,43K","-0,14%"
"22.09.2020","110,65","112,55","114,80","110,35","22,53K","-1,21%"
"21.09.2020","112,00","113,00","113,45","110,80","32,47K","-1,41%"
"18.09.2020","113,60","118,35","118,35","115,75","0,00K","-3,81%"
"17.09.2020","118,10","119,90","119,90","118,70","0,02K","-2,03%"
"16.09.2020","120,55","123,85","123,85","120,70","0,01K","-1,35%"
"15.09.2020","122,20","122,38","122,97","115,85","-","-1,09%"
"14.09.2020","123,55","128,15","128,65","124,15","0,12K","-7,35%"
"11.09.2020","133,35","130,65","132,55","129,38","-","0,64%"
"10.09.2020","132,50","127,73","133,45","127,70","-","2,20%"
"09.09.2020","129,65","131,15","131,40","130,40","0,02K","-2,37%"
"08.09.2020","132,80","129,00","129,55","128,25","0,02K","-1,48%"
"04.09.2020","134,80","131,20","134,50","131,20","0,05K","2,43%"
"03.09.2020","131,60","131,30","131,30","131,00","0,01K","0,08%"
"02.09.2020","131,50","130,95","131,05","130,00","0,04K","-0,30%"
"01.09.2020","131,90","132,25","132,30","130,80","0,02K","1,62%"
"31.08.2020","129,80","129,05","130,80","127,15","0,06K","2,12%"
"28.08.2020","127,10","123,60","127,10","123,60","0,05K","3,38%"
"27.08.2020","122,95","121,35","123,25","121,00","0,01K","0,12%"
"26.08.2020","122,80","125,50","127,60","122,00","0,07K","-0,32%"
"25.08.2020","123,20","120,50","123,80","120,00","0,06K","2,45%"
"24.08.2020","120,25","120,40","122,60","119,45","0,12K","0,12%"
"21.08.2020","120,10","119,65","120,40","116,50","0,25K","1,31%"
"20.08.2020","118,55","118,00","119,95","117,00","7,09K","0,08%"
"19.08.2020","118,45","119,50","122,20","116,75","9,25K","-0,71%"
"18.08.2020","119,30","115,65","119,75","115,65","7,20K","3,25%"
"17.08.2020","115,55","114,60","115,65","112,70","7,00K","0,74%"
"14.08.2020","114,70","116,65","119,20","114,45","15,52K","-1,29%"
"13.08.2020","116,20","112,40","117,15","111,15","20,87K","3,70%"
"12.08.2020","112,05","111,35","113,80","110,35","22,67K","0,63%"
"11.08.2020","111,35","112,00","112,55","109,70","28,55K","-1,11%"
"10.08.2020","112,60","115,05","117,15","111,60","22,72K","-2,47%"
"07.08.2020","115,45","117,30","118,80","113,60","29,39K","-1,32%"
"06.08.2020","117,00","122,00","124,20","116,45","28,50K","-3,74%"
"05.08.2020","121,55","120,75","127,25","120,45","36,84K","0,41%"
"04.08.2020","121,05","116,90","121,25","116,65","29,41K","2,67%"
"03.08.2020","117,90","118,20","119,70","115,65","28,19K","-0,88%"
"31.07.2020","118,95","116,40","119,40","115,20","34,77K","3,12%"
"30.07.2020","115,35","112,45","117,40","112,20","34,13K","3,36%"
"29.07.2020","111,60","109,40","112,60","109,30","24,21K","1,78%"
"28.07.2020","109,65","110,35","111,35","108,35","18,62K","-0,68%"
"27.07.2020","110,40","107,90","110,75","107,40","25,74K","1,85%"
"24.07.2020","108,40","106,95","109,10","106,35","22,54K","0,84%"
"23.07.2020","107,50","108,10","109,30","106,15","24,99K","-0,78%"
"22.07.2020","108,35","101,75","108,75","101,25","32,83K","7,81%"
"21.07.2020","100,50","99,53","101,90","99,53","-","2,03%"
"20.07.2020","98,50","101,58","102,85","99,08","-","-2,52%"
"17.07.2020","101,05","98,45","102,50","98,45","-","4,07%"
"16.07.2020","97,10","96,90","98,80","96,78","-","1,20%"
"15.07.2020","95,95","98,03","98,20","96,33","-","-0,78%"
"14.07.2020","96,70","98,65","98,70","96,83","-","-0,72%"
"13.07.2020","97,40","97,03","98,88","96,58","-","1,30%"
"10.07.2020","96,15","96,80","96,95","95,45","0,00K","-1,59%"
"09.07.2020","97,70","100,03","100,80","98,33","-","-1,26%"
"08.07.2020","98,95","100,48","102,23","99,63","-","-0,30%"
"07.07.2020","99,25","97,88","100,70","97,35","-","2,11%"
"06.07.2020","97,20","97,35","97,35","97,35","0,05K","-4,94%"
"02.07.2020","102,25","104,38","104,60","102,53","-","-0,78%"
"01.07.2020","103,05","102,80","102,80","102,05","0,00K","3,00%"
"30.06.2020","100,05","100,35","100,35","99,50","0,01K","1,42%"
"29.06.2020","98,65","100,45","101,45","98,45","0,02K","3,14%"
"26.06.2020","95,65","95,60","95,60","93,45","0,02K","0,84%"
"25.06.2020","94,85","96,65","97,10","94,55","0,05K","-1,86%"
"24.06.2020","96,65","96,25","97,10","96,25","0,03K","0,42%"
"23.06.2020","96,25","96,25","97,55","95,75","0,03K","0,31%"
"22.06.2020","95,95","94,05","96,10","94,00","0,27K","2,35%"
"19.06.2020","93,75","94,30","95,30","93,45","15,82K","-0,90%"
"18.06.2020","94,60","97,00","97,05","94,40","16,44K","-1,71%"
"17.06.2020","96,25","93,25","96,80","93,15","12,23K","2,78%"
"16.06.2020","93,65","94,65","95,45","92,75","11,58K","-0,37%"
"15.06.2020","94,00","94,20","95,25","92,70","22,02K","-1,26%"
"12.06.2020","95,20","96,35","97,80","94,90","18,28K","-0,83%"
"11.06.2020","96,00","96,20","97,65","94,60","27,28K","-0,78%"
"10.06.2020","96,75","97,90","98,65","96,40","24,68K","-1,07%"
"09.06.2020","97,80","99,20","99,45","97,25","22,76K","-1,11%"
"08.06.2020","98,90","99,25","99,65","97,55","26,56K","0,00%"
"05.06.2020","98,90","98,55","99,75","97,05","16,82K","0,76%"
"04.06.2020","98,15","98,90","98,95","96,25","13,95K","-0,96%"
"03.06.2020","99,10","98,50","100,75","97,90","16,88K","0,92%"
"02.06.2020","98,20","98,45","99,70","97,35","17,76K","-0,10%"
"01.06.2020","98,30","95,85","99,00","94,80","26,97K","2,08%"
"29.05.2020","96,30","99,20","100,05","95,85","23,80K","-2,83%"
"28.05.2020","99,10","102,30","102,55","98,55","21,07K","-3,32%"
"27.05.2020","102,50","105,15","106,00","101,45","20,95K","-2,47%"
"26.05.2020","105,10","104,65","107,10","104,20","18,35K","1,45%"
"22.05.2020","103,60","104,75","105,15","102,35","18,54K","-1,10%"
"21.05.2020","104,75","105,75","106,75","104,20","19,21K","-0,85%"
"20.05.2020","105,65","106,75","107,65","105,30","12,40K","-1,31%"
"19.05.2020","107,05","107,50","108,70","106,30","11,52K","1,28%"
"18.05.2020","105,70","106,65","108,08","105,03","-","0,86%"
"15.05.2020","104,80","105,00","105,00","105,00","0,00K","-0,10%"
"14.05.2020","104,90","105,35","105,35","105,35","0,00K","1,30%"
"13.05.2020","103,55","104,50","104,50","103,65","0,06K","-1,94%"
"12.05.2020","105,60","107,75","107,75","107,75","0,00K","-3,07%"
"11.05.2020","108,95","108,20","108,20","108,20","0,01K","-1,04%"
"08.05.2020","110,10","108,25","109,40","108,25","0,00K","2,47%"
"07.05.2020","107,45","107,00","107,00","104,60","0,00K","-1,74%"
"06.05.2020","109,35","107,80","109,15","107,75","0,01K","0,46%"
"05.05.2020","108,85","108,30","108,30","108,30","0,05K","3,13%"
"04.05.2020","105,55","103,90","103,90","103,40","0,00K","1,05%"
"01.05.2020","104,45","104,25","104,25","103,70","0,00K","-0,19%"
"30.04.2020","104,65","103,75","104,10","102,65","0,01K","0,96%"
"29.04.2020","103,65","104,05","104,10","103,50","0,02K","-1,94%"
"28.04.2020","105,70","106,65","108,95","105,95","-","1,05%"
"27.04.2020","104,60","107,00","107,00","104,30","0,03K","-0,57%"
"24.04.2020","105,20","109,45","109,45","105,00","0,04K","-5,27%"
"23.04.2020","111,05","112,00","113,60","110,65","0,04K","0,41%"
"22.04.2020","110,60","109,65","112,10","109,65","0,12K","0,87%"
"21.04.2020","109,65","113,00","113,55","109,35","8,79K","-3,52%"
"20.04.2020","113,65","116,30","116,75","113,05","5,97K","-2,07%"
"17.04.2020","116,05","118,30","119,60","115,70","10,69K","-2,15%"
"16.04.2020","118,60","119,85","120,85","117,90","7,04K","-1,33%"
"15.04.2020","120,20","117,00","121,20","114,60","9,06K","2,56%"
"14.04.2020","117,20","119,90","120,35","115,75","14,62K","-2,13%"
"13.04.2020","119,75","118,95","120,60","116,60","14,23K","0,97%"
"09.04.2020","118,60","120,00","122,00","116,90","21,97K","-1,00%"
"08.04.2020","119,80","120,00","120,75","118,05","20,57K","-0,08%"
"07.04.2020","119,90","117,05","120,90","117,00","22,94K","2,79%"
"06.04.2020","116,65","114,85","117,80","112,40","18,79K","1,52%"
"03.04.2020","114,90","118,55","119,20","114,30","15,08K","-3,73%"
"02.04.2020","119,35","116,85","120,10","116,60","17,22K","2,89%"
"01.04.2020","116,00","117,75","119,00","114,10","17,25K","-2,97%"
"31.03.2020","119,55","118,65","120,40","116,40","14,19K","0,21%"
"30.03.2020","119,30","116,20","120,85","116,20","14,43K","2,98%"
"27.03.2020","115,85","123,35","123,35","115,65","19,52K","-7,06%"
"26.03.2020","124,65","128,40","130,65","124,05","17,98K","-4,08%"
"25.03.2020","129,95","126,20","130,40","122,35","25,57K","3,46%"
"24.03.2020","125,60","121,45","126,05","120,80","21,15K","3,59%"
"23.03.2020","121,25","120,65","124,90","116,60","26,99K","1,29%"
"20.03.2020","119,70","114,00","120,05","114,00","24,83K","2,61%"
"19.03.2020","116,65","114,15","114,15","111,50","0,04K","7,96%"
"18.03.2020","108,05","108,20","108,20","108,20","0,02K","5,00%"
"17.03.2020","102,90","104,40","104,40","102,80","0,01K","-0,96%"
"16.03.2020","103,90","107,05","107,05","104,85","0,00K","-2,94%"
"13.03.2020","107,05","111,15","111,35","107,50","0,06K","-1,92%"
"12.03.2020","109,15","109,23","110,50","107,43","-","-2,15%"
"11.03.2020","111,55","114,30","116,08","111,53","-","-2,36%"
"10.03.2020","114,25","111,30","114,45","111,30","0,09K","4,86%"
"09.03.2020","108,95","103,70","109,65","103,70","0,04K","3,17%"
"06.03.2020","105,60","105,60","106,20","105,60","0,04K","-3,87%"
"05.03.2020","109,85","115,00","115,45","115,00","0,08K","-6,23%"
"04.03.2020","117,15","118,85","118,85","118,85","0,06K","-3,22%"
"03.03.2020","121,05","118,70","120,75","118,30","0,12K","5,58%"
"02.03.2020","114,65","112,75","113,70","112,75","0,02K","4,13%"
"28.02.2020","110,10","107,75","109,95","107,75","0,11K","1,76%"
"27.02.2020","108,20","109,90","110,80","107,80","0,41K","-0,82%"
"26.02.2020","109,10","105,35","109,35","105,35","0,02K","1,87%"
"25.02.2020","107,10","106,45","107,70","103,90","0,10K","1,13%"
"24.02.2020","105,90","105,45","107,05","102,90","0,88K","-2,71%"
"21.02.2020","108,85","104,60","109,70","104,60","0,03K","5,07%"
"20.02.2020","103,60","107,05","107,05","104,00","0,72K","-3,00%"
"19.02.2020","106,80","106,30","107,75","105,50","17,06K","0,23%"
"18.02.2020","106,55","109,70","111,50","104,40","14,62K","-2,34%"
"14.02.2020","109,10","104,15","109,40","103,65","9,66K","4,45%"
"13.02.2020","104,45","100,50","104,65","99,95","28,56K","3,78%"
"12.02.2020","100,65","101,00","102,30","100,00","36,21K","0,15%"
"11.02.2020","100,50","100,65","101,20","99,50","36,36K","0,20%"
"10.02.2020","100,30","98,55","100,70","98,05","45,77K","1,98%"
"07.02.2020","98,35","98,35","99,90","97,70","23,66K","0,20%"
"06.02.2020","98,15","98,45","99,35","97,40","34,19K","0,41%"
"05.02.2020","97,75","98,50","99,25","97,55","29,23K","-0,41%"
"04.02.2020","98,15","98,95","101,75","97,60","29,52K","0,26%"
"03.02.2020","97,90","102,00","102,30","97,80","31,24K","-4,63%"
"31.01.2020","102,65","101,45","103,25","100,15","23,17K","1,13%"
"30.01.2020","101,50","102,00","103,50","100,90","24,63K","-0,54%"
"29.01.2020","102,05","106,00","106,20","101,90","32,68K","-2,86%"
"28.01.2020","105,05","106,40","106,80","104,90","23,89K","-1,45%"
"27.01.2020","106,60","110,00","110,00","106,15","25,50K","-3,22%"
"24.01.2020","110,15","112,60","112,65","109,85","23,99K","-2,18%"
"23.01.2020","112,60","111,15","113,70","110,65","22,90K","1,44%"
"22.01.2020","111,00","111,50","112,20","110,10","18,58K","-0,05%"
"21.01.2020","111,05","111,50","113,25","109,75","32,01K","-0,98%"
"17.01.2020","112,15","113,05","113,40","111,35","17,84K","-0,71%"
"16.01.2020","112,95","114,30","115,10","112,35","16,71K","-1,18%"
"15.01.2020","114,30","115,30","116,35","114,05","24,68K","-0,52%"
"14.01.2020","114,90","115,00","115,55","113,70","18,62K","0,31%"
"13.01.2020","114,55","118,55","118,55","114,15","22,28K","-3,70%"
"10.01.2020","118,95","117,75","119,15","116,50","21,17K","1,36%"
"09.01.2020","117,35","118,70","120,35","117,00","24,64K","-1,51%"
"08.01.2020","119,15","122,50","123,05","118,25","23,06K","-2,66%"
"07.01.2020","122,40","122,60","123,40","119,85","21,31K","0,20%"
"06.01.2020","122,15","126,25","126,55","121,55","24,43K","-3,32%"
"03.01.2020","126,35","127,20","128,45","125,45","16,57K","-0,59%"
"02.01.2020","127,10","129,55","130,95","126,50","21,51K","-2,00%"
"31.12.2019","129,70","131,50","134,65","128,55","17,38K","-1,85%"
"30.12.2019","132,15","132,50","132,75","129,80","15,44K","-0,26%"
"27.12.2019","132,50","127,85","132,80","127,65","23,56K","4,08%"
"26.12.2019","127,30","129,40","129,85","126,65","8,89K","-1,62%"
"24.12.2019","129,40","126,05","130,65","125,35","15,73K","3,27%"
"23.12.2019","125,30","130,40","131,50","124,90","23,91K","-4,13%"
"20.12.2019","130,70","126,90","131,05","126,30","19,03K","2,75%"
"19.12.2019","127,20","133,35","133,35","126,20","30,47K","-3,42%"
"18.12.2019","131,70","134,08","135,44","130,25","-","-0,38%"
"17.12.2019","132,20","132,90","132,90","131,90","0,02K","-2,65%"
"16.12.2019","135,80","135,85","135,85","135,85","0,00K","4,91%"
"13.12.2019","129,45","138,20","138,40","134,55","0,06K","-4,75%"
"12.12.2019","135,90","135,20","137,00","134,85","0,01K","1,53%"
"11.12.2019","133,85","134,45","134,45","134,45","0,04K","1,36%"
"10.12.2019","132,05","129,60","130,85","129,60","0,04K","3,73%"
"09.12.2019","127,30","128,25","128,25","128,25","0,00K","2,91%"
"06.12.2019","123,70","125,10","126,15","123,00","0,03K","-0,20%"
"05.12.2019","123,95","121,45","124,40","121,45","0,08K","2,78%"
"04.12.2019","120,60","123,20","123,35","120,95","0,03K","-1,83%"
"03.12.2019","122,85","121,75","123,50","121,75","0,01K","1,11%"
"02.12.2019","121,50","118,00","122,00","118,00","0,04K","2,49%"
"29.11.2019","118,55","117,95","118,00","117,95","0,06K","1,07%"
"27.11.2019","117,30","116,93","118,90","115,83","-","1,38%"
"26.11.2019","115,70","117,75","117,75","115,00","0,02K","-1,78%"
"25.11.2019","117,80","114,45","117,80","114,45","0,03K","2,79%"
"22.11.2019","114,60","114,20","114,50","113,90","0,06K","-0,56%"
"21.11.2019","115,25","109,30","115,75","108,10","0,09K","5,06%"
"20.11.2019","109,70","105,90","109,80","105,45","0,54K","6,82%"
"19.11.2019","102,70","105,30","106,60","102,50","19,43K","-2,70%"
"18.11.2019","105,55","105,55","107,20","105,15","18,91K","-0,57%"
"15.11.2019","106,15","107,60","107,90","105,60","10,12K","-1,76%"
"14.11.2019","108,05","108,10","109,55","106,60","14,84K","0,09%"
"13.11.2019","107,95","105,65","108,20","105,55","25,67K","2,23%"
"12.11.2019","105,60","106,15","107,45","104,80","30,61K","-0,38%"
"11.11.2019","106,00","108,30","108,90","105,50","41,35K","-3,15%"
"08.11.2019","109,45","108,75","109,90","108,30","38,48K","0,32%"
"07.11.2019","109,10","107,85","109,60","106,85","54,06K","1,02%"
"06.11.2019","108,00","105,80","108,20","105,05","52,73K","2,08%"
"05.11.2019","105,80","103,55","106,05","102,80","42,92K","2,07%"
"04.11.2019","103,65","104,00","104,75","102,65","41,53K","-0,34%"
"01.11.2019","104,00","102,15","104,30","101,10","31,18K","2,01%"
"31.10.2019","101,95","99,40","102,25","99,40","30,20K","2,62%"
"30.10.2019","99,35","98,70","100,35","97,05","26,93K","0,40%"
