Fecha,Vol. Futuros,TRM,Precio Interno,VIX,EMV-ID,EPU
2010-11-06,1.6464842978580574,1817.7,783375.0,17.96901777673919,0.0,108.89
2010-11-07,0.0541568519323288,1817.7,783375.0,17.837225016558424,1.38,167.06
2010-11-08,3.020058897065088,1817.7,799500.0,18.29,1.18,126.6
2010-11-09,4.210900834601393,1828.28,815000.0,19.08,0.45,226.72
2010-11-10,2.236291655414596,1836.27,810875.0,18.47,0.35,96.41
2010-11-11,2.673828423371534,1858.01,790000.0,18.64,0.31,134.98
2010-11-12,3.046170186922544,1858.01,780250.0,20.61,0.0,77.25
2010-11-13,0.2783329156116135,1861.74,780250.0,20.686535301278226,0.54,155.07
2010-11-14,1.8680994694182464,1861.74,780250.0,19.749895909005104,0.0,218.27
2010-11-15,0.1705716128163394,1861.74,787500.0,20.2,0.0,186.6
2010-11-16,3.3067027622039453,1861.74,775000.0,22.58,0.93,123.29
2010-11-17,0.8307159162803812,1880.98,778125.0,21.76,0.0,204.46
2010-11-18,4.509462868614596,1875.78,800000.0,18.75,0.92,124.95
2010-11-19,0.5734782742038181,1865.82,805000.0,18.04,0.0,167.29
2010-11-20,1.3408843473289842,1875.39,805000.0,17.44810920409615,0.56,124.3
2010-11-21,1.097785274480792,1875.39,805000.0,17.128860654008566,0.48,154.75
2010-11-22,0.6597765591407074,1875.39,795000.0,18.37,0.0,150.98
2010-11-23,2.0168750883620845,1882.0,807000.0,20.63,0.0,69.59
2010-11-24,1.5329641513118997,1892.84,790000.0,19.56,0.0,115.72
2010-11-25,1.7322425988321566,1889.11,790000.0,20.500479771944285,0.88,167.78
2010-11-26,0.7110746448309423,1889.11,785000.0,22.22,0.0,236.9
2010-11-27,0.1353547606771886,1906.69,785000.0,21.96654586631622,0.0,97.5
2010-11-28,0.3061773434120825,1906.69,785000.0,20.987477790141675,1.55,181.88
2010-11-29,0.3179379714362096,1906.69,790000.0,21.53,0.0,216.8
2010-11-30,0.7189816518100461,1916.96,805000.0,23.54,0.0,163.66
2010-12-01,1.1626599739090957,1932.63,810000.0,21.36,0.37,138.88
2010-12-02,0.0491762980158668,1933.58,805000.0,19.39,0.64,166.12
2010-12-03,0.5393491868396734,1920.0,807500.0,18.01,0.0,188.06
2010-12-04,0.8842434630505316,1896.73,807500.0,17.55090152821135,0.0,115.13
2010-12-05,0.7684546485729427,1896.73,807500.0,17.74226992840146,0.0,223.77
2010-12-06,0.3563250438470473,1896.73,821750.0,18.02,0.0,156.81
2010-12-07,0.5045055745828043,1889.75,826750.0,17.99,0.0,156.64
2010-12-08,1.626841755162132,1880.82,810500.0,17.74,0.0,164.32
2010-12-09,0.0244768083464254,1880.82,815000.0,17.25,0.0,143.55
2010-12-10,2.4417990641575966,1902.72,841750.0,17.61,0.0,219.55
2010-12-11,0.5276847006265452,1911.87,841750.0,17.81584242636228,0.59,118.37
2010-12-12,0.350790814707789,1911.87,841750.0,17.7135930482396,0.5,227.72
2010-12-13,3.858003445381552,1911.87,865000.0,17.55,0.63,193.55
2010-12-14,0.3921121388886582,1894.12,880000.0,17.61,0.0,141.65
2010-12-15,0.2538951161935061,1899.89,892500.0,17.94,0.0,153.08
2010-12-16,0.3463806719187896,1905.84,901875.0,17.39,0.0,149.21
2010-12-17,4.123828537480645,1916.09,951625.0,16.11,0.0,252.45
2010-12-18,0.5296668964650966,1923.13,951625.0,15.593070872939414,0.0,185.69
2010-12-19,1.7026512618062477,1923.13,951625.0,15.845594414532282,0.51,142.59
